frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
18421, 614, 0.968172, 1, 0.104665, 0.127632, -0.986284, -0.0545838, 0.223428, -0.973191, 0.0364365, 0.22639, -0.973355, -0.0885171, 0.357501, -0.929708
18422, 614.033, 0.971106, 1, 0.135049, 0.103014, -0.985469, -0.0518648, 0.215641, -0.975094, 0.0580214, 0.195145, -0.979057, -0.089086, 0.34983, -0.932568
18423, 614.067, 0.970477, 1, 0.112663, 0.116218, -0.986813, -0.0494405, 0.212358, -0.975941, 0.0414855, 0.208401, -0.977163, -0.0863806, 0.341065, -0.936063
18424, 614.1, 0.97081, 1, 0.113184, 0.111802, -0.987264, -0.0392422, 0.220494, -0.974599, 0.0395867, 0.206817, -0.977579, -0.0751146, 0.34883, -0.934171
18425, 614.133, 0.970307, 1, 0.109963, 0.115151, -0.987243, -0.0452851, 0.21666, -0.975196, 0.0376523, 0.212158, -0.97651, -0.0818365, 0.348021, -0.933908
18426, 614.167, 0.969014, 1, 0.143795, 0.112741, -0.983165, -0.0460682, 0.223815, -0.973542, 0.0732509, 0.199658, -0.977124, -0.0770874, 0.354071, -0.932036
18427, 614.2, 0.971993, 1, 0.106685, 0.115498, -0.987562, -0.0402357, 0.224281, -0.973693, 0.0381548, 0.21697, -0.975432, -0.0712572, 0.357293, -0.93127
18428, 614.233, 0.97169, 1, 0.145857, 0.109667, -0.983209, -0.0341097, 0.216714, -0.975639, 0.0770719, 0.196073, -0.977556, -0.0652932, 0.344259, -0.936601
18429, 614.267, 0.970647, 1, 0.11361, 0.10956, -0.987466, -0.0338337, 0.225713, -0.973606, 0.0384812, 0.206104, -0.977773, -0.0694058, 0.353623, -0.932809
18430, 614.3, 0.97444, 1, 0.126273, 0.125325, -0.984047, -0.0269628, 0.224058, -0.974203, 0.060495, 0.214115, -0.974933, -0.0583129, 0.347138, -0.935999
18431, 614.333, 0.974698, 1, 0.127376, 0.124645, -0.983991, -0.030305, 0.220785, -0.974852, 0.0576775, 0.215949, -0.9747, -0.0659829, 0.347652, -0.935299
18432, 614.367, 0.971531, 1, 0.127224, 0.134939, -0.982652, -0.0475241, 0.222032, -0.973881, 0.0621845, 0.222716, -0.972898, -0.0804323, 0.350314, -0.933173
18433, 614.4, 0.970405, 1, 0.112345, 0.12635, -0.985603, -0.0537106, 0.225262, -0.972817, 0.040704, 0.220552, -0.974526, -0.0896911, 0.356672, -0.929914
18434, 614.433, 0.971735, 1, 0.105192, 0.134445, -0.985322, -0.0398156, 0.213725, -0.976082, 0.0400806, 0.229293, -0.972532, -0.0761057, 0.341624, -0.93675
18435, 614.467, 0.971145, 1, 0.115838, 0.127382, -0.985066, -0.0416416, 0.219997, -0.974611, 0.0417325, 0.223388, -0.973836, -0.0824046, 0.351361, -0.932607
18436, 614.5, 0.970497, 1, 0.120866, 0.112911, -0.986226, -0.0256152, 0.216831, -0.975873, 0.045799, 0.208078, -0.977039, -0.0650063, 0.343949, -0.936735
18437, 614.533, 0.970748, 1, 0.123967, 0.134437, -0.983137, -0.0316515, 0.216078, -0.975863, 0.0536164, 0.222687, -0.973414, -0.0719237, 0.340518, -0.937483
18438, 614.567, 0.970851, 1, 0.120115, 0.135813, -0.983426, -0.0507959, 0.217757, -0.97468, 0.0506879, 0.221959, -0.973738, -0.0891436, 0.344122, -0.934684
18439, 614.6, 0.973177, 1, 0.128081, 0.132631, -0.982855, -0.0448785, 0.216384, -0.975276, 0.0558811, 0.22227, -0.973382, -0.0854676, 0.346627, -0.934101
18440, 614.633, 0.97234, 1, 0.132538, 0.102358, -0.985879, -0.0388183, 0.216036, -0.975613, 0.0537981, 0.18827, -0.980643, -0.0776042, 0.340645, -0.936984
18441, 614.667, 0.975273, 1, 0.117827, 0.113415, -0.986536, -0.0330355, 0.224858, -0.973831, 0.0431935, 0.201048, -0.978629, -0.0691435, 0.345581, -0.935838
18442, 614.7, 0.969744, 1, 0.150065, 0.108712, -0.982681, -0.0405655, 0.223634, -0.973829, 0.071009, 0.191286, -0.978962, -0.0784737, 0.350056, -0.933436
18443, 614.733, 0.971633, 1, 0.144887, 0.111597, -0.983135, -0.047517, 0.220649, -0.974195, 0.0658175, 0.195399, -0.978513, -0.0868646, 0.349067, -0.933063
18444, 614.767, 0.970933, 1, 0.134478, 0.123563, -0.983183, -0.0617844, 0.229425, -0.971363, 0.0605333, 0.213738, -0.975014, -0.096313, 0.364951, -0.926032
18445, 614.8, 0.968854, 1, 0.170454, 0.151811, -0.973601, -0.00654886, 0.249485, -0.968356, 0.0884759, 0.229069, -0.969381, -0.0526854, 0.36795, -0.928352
18446, 614.833, 0.968119, 1, 0.27553, 0.224906, -0.934613, 0.0266798, 0.347626, -0.937253, 0.20832, 0.264926, -0.941497, 0.00387613, 0.446608, -0.894722
18447, 614.867, 0.965492, 1, 0.298281, 0.210876, -0.930892, -0.00447952, 0.36859, -0.929581, 0.221348, 0.243311, -0.944354, -0.0243779, 0.471769, -0.881385
18448, 614.9, 0.969311, 1, 0.274963, 0.218596, -0.936275, 0.0532713, 0.3447, -0.9372, 0.203207, 0.258674, -0.944349, 0.0256416, 0.436181, -0.899493
18449, 614.933, 0.968735, 1, 0.214068, 0.160573, -0.963531, -0.0280117, 0.291913, -0.956035, 0.119451, 0.216234, -0.969007, -0.0745577, 0.403367, -0.911996
18450, 614.967, 0.969251, 1, 0.17307, 0.121156, -0.977429, -0.0624675, 0.274524, -0.959549, 0.0811467, 0.190668, -0.978295, -0.0994646, 0.396543, -0.912612
18451, 615, 0.970702, 1, 0.15655, 0.120472, -0.980295, -0.0309589, 0.249524, -0.967874, 0.0655919, 0.194935, -0.97862, -0.0765813, 0.365671, -0.927588
18452, 615.033, 0.970076, 1, 0.164364, 0.115401, -0.979626, -0.0386305, 0.235442, -0.97112, 0.0751862, 0.190522, -0.978799, -0.0849023, 0.356967, -0.930251
18453, 615.067, 0.969269, 1, 0.168931, 0.083183, -0.982111, -0.0509748, 0.228061, -0.972312, 0.0727438, 0.156706, -0.984963, -0.0967915, 0.351183, -0.931291
18454, 615.1, 0.968185, 1, 0.183306, 0.0853274, -0.979346, -0.0452846, 0.222053, -0.973982, 0.0931107, 0.155925, -0.983371, -0.0875182, 0.345514, -0.934324
18455, 615.133, 0.969776, 1, 0.164946, 0.0977114, -0.981451, -0.055818, 0.229295, -0.971755, 0.0730201, 0.173251, -0.982167, -0.10061, 0.355457, -0.929262
18456, 615.167, 0.970072, 1, 0.146935, 0.0953161, -0.984543, -0.0531138, 0.232546, -0.971134, 0.0600251, 0.177144, -0.982353, -0.0919498, 0.358988, -0.928802
18457, 615.2, 0.969121, 1, 0.164859, 0.0928911, -0.981933, -0.019736, 0.211831, -0.977107, 0.0767999, 0.170992, -0.982275, -0.0665447, 0.332183, -0.940865
18458, 615.233, 0.971189, 1, 0.132998, 0.106704, -0.985356, -0.0328914, 0.212487, -0.97661, 0.0481409, 0.194744, -0.979672, -0.0803714, 0.33796, -0.937723
18459, 615.267, 0.969556, 1, 0.139499, 0.104628, -0.984679, -0.0233031, 0.220976, -0.975001, 0.0535069, 0.188694, -0.980577, -0.0688021, 0.341376, -0.937405
18460, 615.3, 0.973823, 1, 0.149583, 0.110719, -0.98253, -0.0346956, 0.226117, -0.973482, 0.0661142, 0.191576, -0.979248, -0.0772377, 0.348919, -0.933964
18461, 615.333, 0.971787, 1, 0.126065, 0.122329, -0.984451, -0.0319638, 0.227245, -0.973313, 0.0476458, 0.206074, -0.977376, -0.073336, 0.346398, -0.935217
18462, 615.367, 0.969563, 1, 0.123427, 0.120698, -0.984986, -0.0493415, 0.229053, -0.972163, 0.0433187, 0.209367, -0.976877, -0.0900593, 0.356843, -0.929813
18463, 615.4, 0.969263, 1, 0.126055, 0.0964044, -0.987328, -0.0592903, 0.223574, -0.972882, 0.0423303, 0.188104, -0.981237, -0.0979351, 0.356471, -0.92916
18464, 615.433, 0.973719, 1, 0.12794, 0.0910936, -0.98759, -0.0587433, 0.221127, -0.973474, 0.0446292, 0.183145, -0.982072, -0.0963828, 0.354521, -0.930067
18465, 615.467, 0.970827, 1, 0.125943, 0.104789, -0.986488, -0.0628885, 0.223222, -0.972737, 0.0447363, 0.193125, -0.980154, -0.101434, 0.354232, -0.92964
18466, 615.5, 0.970399, 1, 0.120094, 0.118486, -0.985666, -0.0461062, 0.230797, -0.971909, 0.0449188, 0.208603, -0.976968, -0.0815833, 0.357734, -0.930253
18467, 615.533, 0.971298, 1, 0.119649, 0.115712, -0.98605, -0.0560641, 0.230432, -0.971472, 0.0409892, 0.205495, -0.977799, -0.0938943, 0.359205, -0.928523
18468, 615.567, 0.971881, 1, 0.128765, 0.12016, -0.984368, -0.0601829, 0.237243, -0.969584, 0.0516074, 0.207561, -0.97686, -0.0953741, 0.366854, -0.925376
18469, 615.6, 0.970928, 1, 0.113966, 0.120092, -0.9862, -0.0332151, 0.214892, -0.976073, 0.0394466, 0.217281, -0.975312, -0.0742841, 0.344763, -0.935746
18470, 615.633, 0.971483, 1, 0.117691, 0.108499, -0.987105, -0.0493143, 0.212121, -0.975998, 0.0384582, 0.208853, -0.977191, -0.0916585, 0.349618, -0.932398
18471, 615.667, 0.969026, 1, 0.111791, 0.122386, -0.986167, -0.0468908, 0.213007, -0.975925, 0.0355389, 0.221162, -0.974589, -0.0901941, 0.347587, -0.9333
18472, 615.7, 0.970008, 1, 0.122572, 0.130055, -0.983901, -0.0452002, 0.209665, -0.976728, 0.0473408, 0.223851, -0.973473, -0.0903284, 0.342647, -0.935112
18473, 615.733, 0.972567, 1, 0.115582, 0.124434, -0.985473, -0.0579729, 0.211051, -0.975754, 0.0436205, 0.215465, -0.975537, -0.0974989, 0.342419, -0.934475
18474, 615.767, 0.970108, 1, 0.108665, 0.134791, -0.984898, -0.0440018, 0.225067, -0.973349, 0.0387873, 0.230371, -0.97233, -0.0811148, 0.355005, -0.931339
18475, 615.8, 0.968693, 1, 0.0977669, 0.126758, -0.987104, -0.0374844, 0.215016, -0.975891, 0.0217623, 0.221679, -0.974877, -0.0819145, 0.34005, -0.936833
18476, 615.833, 0.968563, 1, 0.124518, 0.120955, -0.984817, -0.0450273, 0.217115, -0.975107, 0.0502926, 0.214895, -0.975341, -0.0844809, 0.349572, -0.933093
18477, 615.867, 0.970437, 1, 0.13733, 0.120561, -0.983161, -0.0340987, 0.225128, -0.973732, 0.0618962, 0.207969, -0.976175, -0.0723321, 0.351381, -0.933434
18478, 615.9, 0.972788, 1, 0.128058, 0.123563, -0.984039, -0.0378766, 0.221382, -0.974451, 0.0539655, 0.214196, -0.975299, -0.0769968, 0.349539, -0.933753
18479, 615.933, 0.971221, 1, 0.124653, 0.110206, -0.986061, -0.0380876, 0.228429, -0.972815, 0.0499395, 0.202647, -0.977978, -0.072043, 0.356288, -0.931595
18480, 615.967, 0.970379, 1, 0.134204, 0.112231, -0.984578, -0.0376403, 0.234053, -0.971495, 0.0584342, 0.199622, -0.978129, -0.0711882, 0.35923, -0.93053
18481, 616, 0.972698, 1, 0.133582, 0.109761, -0.984941, -0.0268765, 0.221524, -0.974785, 0.0543093, 0.19451, -0.979396, -0.0675557, 0.341883, -0.937311
18482, 616.033, 0.971747, 1, 0.13405, 0.0990197, -0.986015, -0.0285603, 0.229491, -0.972892, 0.0582746, 0.187377, -0.980558, -0.0602747, 0.352877, -0.933726
18483, 616.067, 0.973177, 1, 0.115676, 0.0928845, -0.988935, -0.0400332, 0.222673, -0.974071, 0.0359007, 0.183018, -0.982454, -0.0757813, 0.346109, -0.935129
18484, 616.1, 0.973293, 1, 0.117757, 0.108945, -0.987048, -0.0413601, 0.234652, -0.971199, 0.0419592, 0.198203, -0.979262, -0.0741766, 0.357994, -0.930773
18485, 616.133, 0.972492, 1, 0.116691, 0.108135, -0.987264, -0.0423119, 0.233925, -0.971334, 0.0395791, 0.197917, -0.979419, -0.0763964, 0.357715, -0.930701
18486, 616.167, 0.971704, 1, 0.100163, 0.125767, -0.98699, -0.0456805, 0.214884, -0.975571, 0.0308408, 0.216286, -0.975843, -0.0829424, 0.338406, -0.937338
18487, 616.2, 0.973426, 1, 0.103218, 0.112593, -0.988266, -0.0457336, 0.217856, -0.974909, 0.027001, 0.207485, -0.977865, -0.0849701, 0.34545, -0.934583
18488, 616.233, 0.972464, 1, 0.107627, 0.115523, -0.987457, -0.0555243, 0.225936, -0.972559, 0.0353708, 0.208015, -0.977486, -0.0885972, 0.354592, -0.930814
18489, 616.267, 0.97254, 1, 0.12313, 0.115286, -0.985671, -0.0428756, 0.218758, -0.974837, 0.0431878, 0.204835, -0.977843, -0.0855762, 0.345937, -0.934347
18490, 616.3, 0.971691, 1, 0.121209, 0.11318, -0.986153, -0.0333468, 0.217198, -0.975558, 0.0448352, 0.204567, -0.977825, -0.0731578, 0.343079, -0.936453
18491, 616.333, 0.97038, 1, 0.149352, 0.100275, -0.983687, -0.0526764, 0.231975, -0.971295, 0.0651, 0.175478, -0.982329, -0.0900546, 0.353306, -0.931163
18492, 616.367, 0.971615, 1, 0.127175, 0.124637, -0.984018, -0.0547811, 0.21627, -0.974795, 0.0546577, 0.207572, -0.976691, -0.0929471, 0.342004, -0.93509
18493, 616.4, 0.973039, 1, 0.111241, 0.1122, -0.987439, -0.0303441, 0.235787, -0.971331, 0.0362974, 0.210899, -0.976834, -0.0631215, 0.363976, -0.929267
18494, 616.433, 0.972326, 1, 0.11014, 0.125629, -0.985945, -0.0380209, 0.234904, -0.971275, 0.0409861, 0.223766, -0.973781, -0.069048, 0.364995, -0.928446
18495, 616.467, 0.971419, 1, 0.111521, 0.124734, -0.985903, -0.0526367, 0.224783, -0.972986, 0.043254, 0.217864, -0.97502, -0.0849764, 0.354796, -0.931074
18496, 616.5, 0.970998, 1, 0.138585, 0.139696, -0.980449, -0.0398938, 0.218552, -0.975009, 0.077161, 0.223087, -0.97174, -0.0713637, 0.344609, -0.93603
18497, 616.533, 0.971004, 1, 0.138101, 0.140874, -0.980348, -0.0381633, 0.219961, -0.974762, 0.0768155, 0.224484, -0.971445, -0.0694445, 0.34569, -0.935776
18498, 616.567, 0.972323, 1, 0.12864, 0.0944942, -0.987179, -0.0463212, 0.214523, -0.97562, 0.0479708, 0.185284, -0.981514, -0.0847869, 0.344526, -0.93494
18499, 616.6, 0.973771, 1, 0.137331, 0.107103, -0.984718, -0.0408387, 0.212007, -0.976414, 0.0617582, 0.191283, -0.97959, -0.0789886, 0.337189, -0.938118
18500, 616.633, 0.974087, 1, 0.12956, 0.111019, -0.985337, -0.0244812, 0.201406, -0.979202, 0.0527833, 0.198677, -0.978643, -0.0688956, 0.324699, -0.943305
18501, 616.667, 0.973141, 1, 0.133683, 0.125461, -0.98305, -0.0299787, 0.208291, -0.977607, 0.06335, 0.213169, -0.974959, -0.0697859, 0.334476, -0.939817
18502, 616.7, 0.971251, 1, 0.144361, 0.154884, -0.977328, -0.0361527, 0.239139, -0.970312, 0.0803628, 0.236953, -0.968192, -0.0682979, 0.363817, -0.928963
18503, 616.733, 0.970852, 1, 0.147814, 0.13549, -0.97969, -0.00647942, 0.247253, -0.968929, 0.0732955, 0.215503, -0.973749, -0.0421, 0.36147, -0.931433
18504, 616.767, 0.971607, 1, 0.147296, 0.127335, -0.980862, -0.05348, 0.269201, -0.961598, 0.0722362, 0.204569, -0.976183, -0.0782441, 0.39079, -0.917148
18505, 616.8, 0.971431, 1, 0.159722, 0.148634, -0.975908, -0.0537178, 0.265327, -0.962661, 0.0922107, 0.219799, -0.971177, -0.0781255, 0.386024, -0.919174
18506, 616.833, 0.972315, 1, 0.158297, 0.141868, -0.977147, -0.0470256, 0.247691, -0.967697, 0.0905692, 0.218535, -0.971617, -0.0755058, 0.372447, -0.924977
18507, 616.867, 0.971426, 1, 0.161565, 0.139143, -0.977004, -0.0396017, 0.246319, -0.968379, 0.0906954, 0.217963, -0.971734, -0.0708789, 0.372174, -0.925453
18508, 616.9, 0.971341, 1, 0.189181, 0.135547, -0.972542, -0.0260896, 0.25573, -0.966396, 0.116339, 0.19791, -0.973292, -0.0554495, 0.368916, -0.927807
18509, 616.933, 0.971065, 1, 0.189603, 0.137618, -0.972169, -0.02413, 0.251786, -0.967482, 0.117338, 0.199583, -0.97283, -0.0547874, 0.36462, -0.929543
18510, 616.967, 0.968224, 1, 0.148117, 0.140171, -0.978986, -0.0202167, 0.243083, -0.969795, 0.0761403, 0.221097, -0.972275, -0.0549251, 0.362759, -0.930263
18511, 617, 0.969443, 1, 0.172605, 0.130718, -0.976279, -0.0288806, 0.258376, -0.965613, 0.0939796, 0.200182, -0.975241, -0.0619583, 0.373972, -0.925368
18512, 617.033, 0.96928, 1, 0.127309, 0.150894, -0.980318, -0.0258266, 0.254295, -0.966782, 0.0556522, 0.233008, -0.970881, -0.0603916, 0.370558, -0.926844
18513, 617.067, 0.970686, 1, 0.132515, 0.134345, -0.982034, -0.0237273, 0.248773, -0.968271, 0.059849, 0.216767, -0.974387, -0.0562772, 0.365613, -0.929064
18514, 617.1, 0.970927, 1, 0.121155, 0.153789, -0.980648, -0.0261691, 0.248331, -0.968322, 0.0583259, 0.243506, -0.968144, -0.0551345, 0.370907, -0.927032
18515, 617.133, 0.967957, 1, 0.117374, 0.139518, -0.983239, -0.0332339, 0.231344, -0.972304, 0.0490413, 0.229266, -0.972128, -0.0684433, 0.355145, -0.932302
18516, 617.167, 0.967636, 1, 0.11632, 0.171647, -0.978267, -0.0291401, 0.247623, -0.968418, 0.0575182, 0.256937, -0.964715, -0.0595848, 0.366499, -0.928508
18517, 617.2, 0.972485, 1, 0.106791, 0.153746, -0.982323, -0.0235215, 0.2512, -0.967649, 0.0444928, 0.244577, -0.968608, -0.0514883, 0.370244, -0.927507
18518, 617.233, 0.971579, 1, 0.139833, 0.171466, -0.975216, -0.0346975, 0.262644, -0.964269, 0.0809969, 0.255732, -0.963349, -0.0592755, 0.387409, -0.92
18519, 617.267, 0.97015, 1, 0.124002, 0.149217, -0.980998, -0.0443513, 0.252173, -0.966665, 0.0569924, 0.233623, -0.970655, -0.0737742, 0.374663, -0.924221
18520, 617.3, 0.97004, 1, 0.131395, 0.136479, -0.98189, -0.0286765, 0.254721, -0.966589, 0.0564669, 0.219882, -0.973891, -0.0619724, 0.373141, -0.925703
18521, 617.333, 0.969998, 1, 0.136534, 0.138069, -0.980967, -0.0301062, 0.258267, -0.965604, 0.0617959, 0.219168, -0.973728, -0.0622818, 0.376113, -0.924478
18522, 617.367, 0.969515, 1, 0.132878, 0.140714, -0.981093, -0.0385322, 0.25382, -0.966484, 0.0623202, 0.222319, -0.97298, -0.0683868, 0.373956, -0.924922
18523, 617.4, 0.968635, 1, 0.129392, 0.157812, -0.978955, -0.00800941, 0.255502, -0.966775, 0.0693582, 0.242038, -0.967785, -0.0336072, 0.370158, -0.928361
18524, 617.433, 0.966561, 1, 0.151058, 0.131735, -0.979708, -0.0304365, 0.261173, -0.964812, 0.0771229, 0.208992, -0.974871, -0.0586713, 0.378839, -0.923601
18525, 617.467, 0.968599, 1, 0.175072, 0.155907, -0.972133, -0.0351256, 0.245921, -0.968653, 0.110467, 0.22778, -0.967426, -0.0650977, 0.368711, -0.927262
18526, 617.5, 0.966858, 1, 0.173002, 0.132866, -0.975919, -0.0421285, 0.262838, -0.96392, 0.0979529, 0.205565, -0.973729, -0.070418, 0.384777, -0.92032
18527, 617.533, 0.969025, 1, 0.163112, 0.142522, -0.976259, -0.0178061, 0.253039, -0.967292, 0.0968977, 0.221066, -0.970433, -0.0445837, 0.373051, -0.926739
18528, 617.567, 0.969268, 1, 0.180855, 0.135775, -0.974093, -0.0376935, 0.252436, -0.966879, 0.111879, 0.209561, -0.971374, -0.0639948, 0.37757, -0.923767
18529, 617.6, 0.964986, 1, 0.182539, 0.135424, -0.973827, -0.0322534, 0.247965, -0.968232, 0.115755, 0.208726, -0.971099, -0.0578054, 0.372153, -0.926369
18530, 617.633, 0.967832, 1, 0.185379, 0.124261, -0.974779, -0.0165817, 0.238221, -0.971069, 0.106715, 0.201611, -0.973635, -0.0539694, 0.363109, -0.930182
18531, 617.667, 0.969156, 1, 0.155742, 0.154648, -0.975617, -0.0121358, 0.243877, -0.96973, 0.0905525, 0.238996, -0.966789, -0.0444718, 0.367511, -0.928955
18532, 617.7, 0.967895, 1, 0.162342, 0.131142, -0.977981, -0.0212291, 0.262784, -0.964621, 0.0894298, 0.216535, -0.97217, -0.0481333, 0.388524, -0.92018
18533, 617.733, 0.967883, 1, 0.147568, 0.15654, -0.976585, -0.0298845, 0.263683, -0.964146, 0.085159, 0.244329, -0.965946, -0.0531457, 0.391794, -0.918517
18534, 617.767, 0.969141, 1, 0.143945, 0.15336, -0.97763, -0.0346383, 0.255219, -0.966263, 0.0758616, 0.241749, -0.967369, -0.0650605, 0.38448, -0.920838
18535, 617.8, 0.968718, 1, 0.13005, 0.149088, -0.980234, -0.024425, 0.245226, -0.969158, 0.0625065, 0.23576, -0.969799, -0.0572235, 0.366863, -0.928513
18536, 617.833, 0.968801, 1, 0.131663, 0.145319, -0.980585, -0.030235, 0.231318, -0.972408, 0.06281, 0.23094, -0.970939, -0.067137, 0.354695, -0.932569
18537, 617.867, 0.968886, 1, 0.149071, 0.132494, -0.97991, -0.0418696, 0.256655, -0.965596, 0.0735312, 0.211727, -0.974559, -0.0726846, 0.379035, -0.922523
18538, 617.9, 0.969357, 1, 0.126383, 0.147889, -0.980896, -0.0353009, 0.241694, -0.96971, 0.0580447, 0.234436, -0.970397, -0.0691549, 0.365267, -0.928331
18539, 617.933, 0.97027, 1, 0.139454, 0.12428, -0.982399, -0.048786, 0.247059, -0.967772, 0.0669984, 0.202801, -0.976925, -0.0774047, 0.368127, -0.926548
18540, 617.967, 0.968251, 1, 0.188472, 0.151487, -0.970325, -0.034266, 0.253932, -0.966615, 0.123549, 0.22148, -0.967307, -0.0605038, 0.377588, -0.923995
18541, 618, 0.970319, 1, 0.164894, 0.146751, -0.975333, -0.0273852, 0.253268, -0.967009, 0.0980177, 0.227121, -0.968921, -0.0551603, 0.378457, -0.923974
18542, 618.033, 0.969668, 1, 0.137894, 0.155754, -0.978124, -0.0335492, 0.260357, -0.964929, 0.0738328, 0.24158, -0.967568, -0.059578, 0.384913, -0.921028
18543, 618.067, 0.971619, 1, 0.126889, 0.158797, -0.979123, -0.0321709, 0.268667, -0.962696, 0.0661132, 0.248935, -0.966261, -0.0534915, 0.393758, -0.917656
18544, 618.1, 0.971905, 1, 0.133269, 0.142502, -0.980782, -0.0447957, 0.261987, -0.964031, 0.0633397, 0.227878, -0.971627, -0.0716957, 0.386919, -0.919322
18545, 618.133, 0.973127, 1, 0.126439, 0.123876, -0.984209, -0.043968, 0.248, -0.967762, 0.0577745, 0.217108, -0.974436, -0.0689114, 0.378437, -0.923058
18546, 618.167, 0.970953, 1, 0.135585, 0.129947, -0.982207, -0.0487576, 0.24532, -0.968215, 0.0648601, 0.223973, -0.972435, -0.0782224, 0.380269, -0.921562
18547, 618.2, 0.970031, 1, 0.122304, 0.146751, -0.981583, -0.0406302, 0.25367, -0.966437, 0.0590014, 0.243706, -0.968053, -0.0661615, 0.385995, -0.920125
18548, 618.233, 0.972453, 1, 0.130037, 0.127846, -0.983232, -0.0421918, 0.248043, -0.96783, 0.0644307, 0.230961, -0.970827, -0.0662309, 0.387878, -0.919328
18549, 618.267, 0.968543, 1, 0.133883, 0.124649, -0.983127, -0.0459857, 0.239475, -0.969813, 0.063439, 0.245416, -0.96734, -0.0763931, 0.398159, -0.91413
18550, 618.3, 0.96984, 1, 0.15789, 0.132804, -0.978486, -0.0353562, 0.240864, -0.969915, 0.0870409, 0.276585, -0.95704, -0.0686892, 0.424568, -0.902786
18551, 618.333, 0.970372, 1, 0.163788, 0.155442, -0.974172, -0.0264512, 0.246602, -0.968756, 0.0997549, 0.30337, -0.947637, -0.0590302, 0.433629, -0.899156
18552, 618.367, 0.971313, 1, 0.206327, 0.135606, -0.969041, -0.0317928, 0.254465, -0.966559, 0.133208, 0.272509, -0.952888, -0.0663753, 0.439127, -0.89597
18553, 618.4, 0.970306, 1, 0.188013, 0.195575, -0.962498, 0.00844888, 0.257429, -0.96626, 0.117804, 0.333866, -0.93523, -0.0408757, 0.432428, -0.900741
18554, 618.433, 0.965808, 1, 0.278824, 0.240882, -0.929641, -0.0162852, 0.339811, -0.940353, 0.205418, 0.35228, -0.913073, -0.057992, 0.509268, -0.858652
18555, 618.467, 0.963291, 1, 0.336776, 0.234601, -0.911891, -0.0341867, 0.356716, -0.933587, 0.267076, 0.342231, -0.90086, -0.0688148, 0.53403, -0.84266
18556, 618.5, 0.967548, 1, 0.253306, 0.280126, -0.925941, -0.0404389, 0.358268, -0.932742, 0.198934, 0.410457, -0.889916, -0.0721458, 0.538565, -0.83949
18557, 618.533, 0.973549, 1, 0.209543, 0.286886, -0.934766, -0.00645149, 0.336107, -0.941802, 0.159303, 0.428979, -0.889157, -0.043951, 0.511714, -0.858031
18558, 618.567, 0.972065, 1, 0.144211, 0.224755, -0.963685, -0.0834396, 0.285719, -0.954674, 0.0859369, 0.370739, -0.924753, -0.12678, 0.4613, -0.87814
18559, 618.6, 0.972103, 1, 0.101863, 0.168259, -0.980466, -0.0996868, 0.259925, -0.960469, 0.0447554, 0.324603, -0.944791, -0.138679, 0.436993, -0.88871
18560, 618.633, 0.976572, 1, 0.134363, 0.204663, -0.969567, -0.113129, 0.247602, -0.962234, 0.0871232, 0.359886, -0.928919, -0.151245, 0.429466, -0.890328
18561, 618.667, 0.979842, 1, 0.151494, 0.203324, -0.96732, -0.109486, 0.247674, -0.962637, 0.102227, 0.3482, -0.93183, -0.150485, 0.418419, -0.895701
18562, 618.7, 0.980274, 1, 0.118161, 0.200266, -0.97259, -0.123306, 0.24956, -0.960477, 0.058107, 0.344806, -0.936874, -0.175055, 0.413046, -0.893727
18563, 618.733, 0.980947, 1, 0.119907, 0.184954, -0.975405, -0.101049, 0.240162, -0.965459, 0.0645956, 0.325156, -0.943452, -0.149152, 0.395211, -0.906401
18564, 618.767, 0.981916, 1, 0.122276, 0.208334, -0.970384, -0.0996049, 0.234757, -0.966938, 0.0717294, 0.346036, -0.935475, -0.14644, 0.387339, -0.910233
18565, 618.8, 0.977526, 1, 0.0994156, 0.194107, -0.97593, -0.0978355, 0.216762, -0.97131, 0.0532506, 0.332081, -0.941746, -0.1412, 0.366014, -0.919835
18566, 618.833, 0.979041, 1, 0.103322, 0.160995, -0.981532, -0.0956958, 0.208613, -0.973305, 0.0504602, 0.302751, -0.951733, -0.143937, 0.359845, -0.921843
18567, 618.867, 0.977621, 1, 0.0882181, 0.191593, -0.977502, -0.096485, 0.230671, -0.968236, 0.0410253, 0.333536, -0.941844, -0.139981, 0.380424, -0.914157
18568, 618.9, 0.977913, 1, 0.083045, 0.194803, -0.97732, -0.10397, 0.208092, -0.972568, 0.0417672, 0.33733, -0.94046, -0.143616, 0.359083, -0.92219
18569, 618.933, 0.978851, 1, 0.0636897, 0.18492, -0.980688, -0.0924994, 0.233195, -0.968021, 0.0193192, 0.32891, -0.944164, -0.132903, 0.382146, -0.914495
18570, 618.967, 0.978673, 1, 0.0501208, 0.204744, -0.977531, -0.113428, 0.233727, -0.965663, 0.0085104, 0.354001, -0.935206, -0.152402, 0.38791, -0.90901
18571, 619, 0.97767, 1, 0.0747452, 0.186676, -0.979574, -0.0903978, 0.243263, -0.965739, 0.031246, 0.340701, -0.939653, -0.12975, 0.401225, -0.906743
18572, 619.033, 0.977517, 1, 0.0656075, 0.202606, -0.97706, -0.103724, 0.224999, -0.968822, 0.0257728, 0.35753, -0.933546, -0.141635, 0.384968, -0.911997
